title,label
Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,FAKE
Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal,FAKE
BREAKING: Johnny Depp Taken Into Custody By Secret Service,FAKE
Inside a Fake News Sausage Factory: ‘This Is All About Income’,FAKE
Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,FAKE
Sen. Barack Obama's answer to meeting energy demands,REAL
Obama Secretly Flees US – Leaves Stunning Evidence Behind,FAKE
Transcripts,REAL
"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'",FAKE
Texas church shooter was a militant atheist,FAKE
Take action,REAL
BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,FAKE
American News is under construction,FAKE
State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can Take Down ‘Infidels’,FAKE
Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,FAKE
Babysitter on Crystal Meth Eats 3-Month-Old Baby,FAKE
Obama: Gitmo inspires jihadists,REAL
LAW PASSED: All Child Support in the United States Will End by Beginning of 2018,FAKE
Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,FAKE
Bureau of Labor Statistics Data,REAL
Thinking about writing in a candidate on Election Day? Read this before you do.,FAKE
McCain-Palin 2008,REAL
Miley Cyrus: 'Donald Trump Is a F--king Nightmare',FAKE
"Sec. John Kelly on Manchester investigation, keeping America safe",REAL
Remarks by the President at AFL CIO Labor Day Picnic,REAL
by Mark Halperin,REAL
"Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally”",FAKE
Rising to a New Generation of Global Challenges,REAL
Michael Bennet for US Senate,REAL
Keanu on Trump travel ban: 'just terrible',FAKE
子供たちのコト。私のコト。,REAL
Putin says: ‘Pope Francis Is Not A Man Of God’ | Must-See !!,FAKE
BREAKING: Barcelona Terrorist Has A Cousin In The US Named Barack,FAKE
"3rd Democratic debate transcript, annotated: Who said what and what it meant",REAL
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,FAKE
Clinton Campaign official arrested by FBI on child rape/trafficking charges,FAKE
Survey Results from Hays Research Group,REAL
Trump's Tough Talk on Hedge-Fund Taxes Doesn't Match His Plan,REAL
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,FAKE
U.S. Senate: Supreme Court Nominations: present-1789,REAL
The Committee on Energy and Commerce,REAL
eCFR — Code of Federal Regulations,REAL
A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her,FAKE
McCain: McSame as Bush,REAL
Regular Session Senate Transcript,REAL
Republican response to President Barack Obamas Weekly radio address,REAL
Leonardo DiCaprio Tells President Obama That He's Going to Mars,FAKE
Hurricane Irene: ‘Photo’ of shark swimming in street is fake,FAKE
Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,FAKE
"Romney makes pitch, hoping to close deal : Elections : The Rocky Mountain News",REAL
Daily Fuel Gauge Report Aug 1,REAL
LISTEN: Curious Robocall Seeks 'Damaging' Information on Moore,FAKE
The Texas Unmiracle,REAL
"Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle",FAKE
Renewing Americas Promise,REAL
HOLLYWOOD CELEBS: WE WILL GO ON ‘TOTAL STRIKE’ IF TRUMP DOES NOT RESIGN,FAKE
U.S. Senate: U.S. Senate Roll Call Votes 105th Congress,REAL
MoveOn.org Political Action: 10 things to know about McCain,REAL
"Queen Elizabeth Says: “Muslim Refugees Are Dividing Nationality, I Fully Agree With Donald Trump We Should…”(VIDEO)",FAKE
"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn",REAL
"Remarks by the President at Campaign Event -- Colorado Springs, CO",REAL
School Choice FAQ,REAL
Food Stamp Enrollment Drops by Four Million in One Month,FAKE
"Crist has experience to be vice president, McCain says",REAL
Fox News Sunday,REAL
MoveOn.org Political Action: General Petraeus or General Betray Us?,REAL
Chairmans Mark Americas Healthy Future Act of 2009,REAL
"DNC TV AD: ""Trapped""",REAL
Transcript: Vice Presidential Debate,REAL
Transcripts,REAL
Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,FAKE
State of the Union 2013,REAL
Patient Protection and Affordable Care Act,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Clinton Foundations Sends Water To Houston For $7 A Bottle,FAKE
Why the Public Option Isn't the Only Answer to Health-Care Reform,REAL
Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,FAKE
Bowe Bergdahl wanders off during court-martial — Duffel Blog,FAKE
And we pay her a salary!.... - Judge Jeanine Pirro has Fans,FAKE
Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,FAKE
Rule by Rentiers,REAL
Target to Discontinue Sale of Holy Bible,FAKE
Delta Ticket 2017,FAKE
Change We Can Believe In,REAL
John Hagee discusses Catholic Church,REAL
Dean Ralph Reed Fundraiser Reveals McCain Double Talk on Ethics,REAL
"Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad",FAKE
"""One Hundred Percent"" by Club for Growth Action",REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Head Of NFL Fines Steeler Teammates $1 MILLION Each!,FAKE
JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!,FAKE
Full Interview Transcript: President Barack Obama,REAL
Obama’s Tax- Skipping – Audit Shows Millions In Offshore Accounts,FAKE
"New Star Wars Movie Filming Near Rosenberg, Texas, Large Number of Extras Needed – WBN 12 News",FAKE
Political Figures: C (2),REAL
No MidOct Paycheck for Troops if Government Shuts Down Lawmaker says,REAL
URGENT: proposed law would charge protesters with terrorism,FAKE
"Rick Santorum: By amending constitution, we can balance the budget for good",REAL
"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy",FAKE
U.S. Senator Debbie Stabenow of Michigan,REAL
Gretchen Carlson: “The 2nd Amendment Was Written Before Guns Were Invented”,FAKE
U.S. Imports & Exports,REAL
Obama’s Health Care Speech to Congress,REAL
"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",FAKE
Public Views on Health Care Overhaul Top Week's News,REAL
Declining Business Dynamism in the United States A Look at States and Metros,REAL
Rep. Michael McCaul (R-TX) Appears on Face the Nation,REAL
"NYC: PHYSICIAN and Wife Jump To Death…Leave Kids Behind Because They “Can’t Afford The Health Care” Only Hours After McCain, Murkowski, Collins and EVERY Democrat Voted To Keep Obamacare -",FAKE
Transcripts,REAL
"Budget of the United States Government, FY 2008",REAL
Sid Miller,FAKE
Ted Cruz' Full 'Meet the Press' Interview,REAL
Remarks of Senator Obama: The War We Need to Win,REAL
Trump on Prejean: Same as Obama,REAL
Laura Ingraham wrongly says claim that 90% support for gun background checks has been debunked,REAL
TPMtv Extra: South Carolina Ronald Reagan Debate,REAL
Youngest World Leader Bans George Soros’s Foundations From Austria,FAKE
SECRET VIDEO: Romney Tells Millionaire Donors What He REALLY Thinks of Obama Voters,REAL
The CNN Democratic presidential debate in Texas,REAL
U.S. Senate: U.S. Senate Roll Call Votes 111th Congress,REAL
UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,FAKE
Interest Group Ratings,REAL
trueamericans.me -&nbspThis website is for sale! -&nbsptrueamericans Resources and Information.,FAKE
Resource Not Available,REAL
"National Guard Storms Mexico Border, Makes Game-Changing Impact In Just 30 Days",FAKE
Table B46 Employees on nonagricultural payrolls by major industry 19552006,REAL
BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,FAKE
Economy Protect Homeownership and Crack Down on Mortgage Fraud,REAL
"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",FAKE
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,FAKE
Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,FAKE
Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,FAKE
Rep. Ross: We need to get government running again,REAL
Infrastructure Report Card 2005,REAL
"IMPEACHMENT HINT STIRS HOUSE CLASH; Democratic Orators Spring to Roosevelt Defense, Charging 'Malice.'",REAL
"At Trump hotel site, immigrant workers wary",REAL
USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,FAKE
Barasso Ready to Question Kagan,REAL
majorthoughts.com,FAKE
"Vladimir Putin's Approval Rating Hits All-Time High, Boosted by Syria Airstrikes",REAL
The Democratic Debate in Cleveland,REAL
Is The End In Sight For Supermax?,REAL
Rick Santorum sworn in as Pennsylvania’s newest senator,REAL
Morgan Griffith says EPA treats milk spills same way as oil spills,REAL
"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national security leaks",REAL
60 Minutes Transcript,REAL
Preventing the Flu: Good Health Habits Can Help Stop Germs,REAL
Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,FAKE
Social Security Trustees Report 2007,REAL
"NASA Will Pay You $100,000 To Stay In Bed For 60 Days!",FAKE
Julia Roberts Claims ‘Michelle Obama Isn’t Fit to Clean Melania’s Toilet’,FAKE
Man pardoned by Obama ‘executed’ by masked men at halfway house,FAKE
Historical aggregate income by fifths and top 5 percent,REAL
proudleader.com,FAKE
"This Labor Day, we need protests",REAL
Account Suspended,FAKE
"Hillary Rodham Clinton, Senator for New York: Schumer, Clinton Announce Key Senate Panel Approves Over $1.3 Million for Labor, Health and Human Services Projects in the Hudson Valley",REAL
Justices 1789 to Present,REAL
Rand Paul: We Must Demilitarize the Police,REAL
MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,FAKE
'This Week' Transcript: Geithner,REAL
"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",REAL
Browse Congressional Bills,REAL
ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP,FAKE
Job Openings and Labor Turnover Survey News Release,REAL
Poverty 2005 Highlights,REAL
BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,FAKE
Updated: The Facts About Hillary Clinton’s Emails,REAL
letter to Chaffetz and Cummings,REAL
BUSTED: Russian Mansions Obama Seized Were Meant To Be Illegal Gifts To Sasha And Malia,FAKE
Debbie Wasserman Schultz on Twitter,REAL
Obamacare vs. the Catholic bishops,REAL
CNN host Fareed Zakaria calls for jihad rape of white women,FAKE
Obama Announces Bid To Become UN Secretary General – Usa News,FAKE
CQ Transcriptswire > Login,REAL
"As Americans Save Money, their Government Spends with Reckless Abandon",REAL
Las Vegas Shooting Witnesses Report Multiple Gunmen Dressed as Security Guards Oct 3 2017,FAKE
Teamsters Tout ANWR on Capitol Hill,REAL
BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,FAKE
BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake,FAKE
PolitiFact’s annotated transcript of the second presidential debate,REAL
"UN Refugee Agency welcomes arrival of 10,000th Syrian refugee resettled to United States",REAL
Former presidents walk fine line in Trump’s America,FAKE
VIDEO: Special Preview Of Jersey Shore In Miami!,REAL
